Date,Name,Category,Type,Amount,DayOfWeek,IsWeekend,CategoryEncoded,TypeEncoded,Cluster
2024-04-13,Cà phê passio,Cà phê,Phát sinh (Nice to have),50000,5.0,1,0,1,2
2024-04-13,Nước,Thực phẩm,Phải chi (Must have),65000,5.0,1,8,2,2
2024-04-13,Nem cuốn,Thực phẩm,Phát sinh (Nice to have),134000,5.0,1,8,1,2
2024-04-15,LinkedIn Account,Other,Lãng phí (Wasted),750000,0.0,0,6,0,1
2024-04-14,Đi chợ,Thực phẩm,Phải chi (Must have),400000,6.0,1,8,2,2
2024-04-15,Bánh tráng trộn,Thực phẩm,Lãng phí (Wasted),35000,0.0,0,8,0,1
2024-04-15,Thuốc nhỏ mắt,Sức khoẻ,Phát sinh (Nice to have),61000,0.0,0,7,1,1
2024-04-16,Cà phê Passio,Cà phê,Phát sinh (Nice to have),49000,1.0,0,0,1,1
2024-04-16,Đồ ăn Kenhbachau,Thực phẩm,Phát sinh (Nice to have),292000,1.0,0,8,1,1
2024-04-17,Ăn sáng,Thực phẩm,Phải chi (Must have),33000,2.0,0,8,2,0
2024-04-17,Cà phê Passio,Cà phê,Phát sinh (Nice to have),25000,2.0,0,0,1,1
2024-04-17,Kindle book,Giáo dục,Phát sinh (Nice to have),5000,2.0,0,2,1,1
2024-04-17,Bún mắm miền tây,Thực phẩm,Phát sinh (Nice to have),104000,2.0,0,8,1,1
2024-04-17,Chè,Thực phẩm,Lãng phí (Wasted),40000,2.0,0,8,0,1
2024-04-17,Rửa xe,Đi lại,Phát sinh (Nice to have),30000,2.0,0,10,1,1
2024-04-18,Đi chợ,Thực phẩm,Phải chi (Must have),459000,3.0,0,8,2,0
2024-04-18,Trái cây,Thực phẩm,Phát sinh (Nice to have),309000,3.0,0,8,1,1
2024-04-19,Ăn sáng bánh mì,Thực phẩm,Phải chi (Must have),20000,4.0,0,8,2,0
2024-04-19,Cà phê passio,Cà phê,Phát sinh (Nice to have),19000,4.0,0,0,1,1
2024-04-19,Highland,Thực phẩm,Lãng phí (Wasted),55000,4.0,0,8,0,1
2024-04-20,Cà phê passio,Cà phê,Phát sinh (Nice to have),25000,5.0,1,0,1,2
2024-04-20,Đi chợ,Thực phẩm,Phải chi (Must have),142000,5.0,1,8,2,2
2024-04-20,Mì tôm,Thực phẩm,Phát sinh (Nice to have),10000,5.0,1,8,1,2
2024-04-20,Phở,Thực phẩm,Phát sinh (Nice to have),40000,5.0,1,8,1,2
2024-04-20,Japani Matcha,Thực phẩm,Phát sinh (Nice to have),141000,5.0,1,8,1,2
2024-04-21,Cà phê Passio,Cà phê,Phát sinh (Nice to have),25000,6.0,1,0,1,2
2024-04-21,Đi chợ,Thực phẩm,Phải chi (Must have),14500,6.0,1,8,2,2
2024-04-22,Cà phê Passio,Cà phê,Phát sinh (Nice to have),25000,0.0,0,0,1,1
2024-04-21,Đồ ăn ở quê,Thực phẩm,Phải chi (Must have),3000000,6.0,1,8,2,2
2024-04-22,Cà phê muối,Cà phê,Phát sinh (Nice to have),25000,0.0,0,0,1,1
2024-04-22,Rau,Thực phẩm,Phải chi (Must have),44000,0.0,0,8,2,0
2024-04-23,Đổ xăng,Đi lại,Phải chi (Must have),50000,1.0,0,10,2,0
2024-04-23,Cà phê Passio,Cà phê,Phát sinh (Nice to have),60000,1.0,0,0,1,1
2024-04-23,Chụp hình passport,Other,Phát sinh (Nice to have),30000,1.0,0,6,1,1
2024-04-23,Nước,Thực phẩm,Phải chi (Must have),65000,1.0,0,8,2,0
2024-04-23,Nước ngọt,Thực phẩm,Lãng phí (Wasted),20000,1.0,0,8,0,1
2024-04-22,Giấy lọc cà phê,Cà phê,Phát sinh (Nice to have),152000,0.0,0,0,1,1
2024-04-23,Bún,Thực phẩm,Phải chi (Must have),10000,1.0,0,8,2,0
2024-04-24,Ăn sáng,Thực phẩm,Phải chi (Must have),20000,2.0,0,8,2,0
2024-04-24,Cà phê passio,Cà phê,Phát sinh (Nice to have),19000,2.0,0,0,1,1
2024-04-25,Cà phê passio,Cà phê,Phát sinh (Nice to have),19000,3.0,0,0,1,1
2024-04-25,Dừa,Thực phẩm,Phát sinh (Nice to have),16000,3.0,0,8,1,1
2024-04-25,Trà đen tóc,Thực phẩm,Phát sinh (Nice to have),330000,3.0,0,8,1,1
2024-04-25,Cà phê hạt hummingbird,Cà phê,Phải chi (Must have),215000,3.0,0,0,2,0
2024-04-25,Vinmart,Thực phẩm,Phát sinh (Nice to have),86000,3.0,0,8,1,1
2024-04-26,Mì spagetti và chuối,Thực phẩm,Phải chi (Must have),84000,4.0,0,8,2,0
2024-04-26,Mít,Thực phẩm,Phát sinh (Nice to have),34000,4.0,0,8,1,1
2024-04-27,Ăn sáng,Thực phẩm,Phải chi (Must have),68000,5.0,1,8,2,2
2024-04-27,Vé xem phim Lật mặt 7,Giải trí,Phát sinh (Nice to have),168000,5.0,1,3,1,2
2024-04-27,Rau,Thực phẩm,Phải chi (Must have),32000,5.0,1,8,2,2
2024-04-28,Bánh cuốn tây sơn,Thực phẩm,Phát sinh (Nice to have),69000,6.0,1,8,1,2
2024-04-28,Gửi xe Lotte,Đi lại,Phát sinh (Nice to have),5000,6.0,1,10,1,2
2024-04-28,Nước,Thực phẩm,Phải chi (Must have),65000,6.0,1,8,2,2
2024-04-28,Đi chợ + trái cây,Thực phẩm,Phải chi (Must have),32000,6.0,1,8,2,2
2024-04-28,Nước ép trái cây,Thực phẩm,Phát sinh (Nice to have),35000,6.0,1,8,1,2
2024-04-29,Lotte,Mua sắm,Phát sinh (Nice to have),546000,0.0,0,5,1,1
2024-05-01,Bánh mì,Thực phẩm,Phải chi (Must have),40000,2.0,0,8,2,0
2024-05-01,Đi chợ,Thực phẩm,Phải chi (Must have),225000,2.0,0,8,2,0
2024-05-02,Ăn sáng,Thực phẩm,Phải chi (Must have),55000,3.0,0,8,2,0
2024-05-02,Nước trái cây,Thực phẩm,Phát sinh (Nice to have),115000,3.0,0,8,1,1
2024-05-02,Nước,Thực phẩm,Phải chi (Must have),65000,3.0,0,8,2,0
2024-05-02,Vé xem phim,Giải trí,Phát sinh (Nice to have),168000,3.0,0,3,1,1
2024-05-02,Bao tay,Mua sắm,Phải chi (Must have),34000,3.0,0,5,2,0
2024-05-03,Cà phê hạt Hummingbird,Cà phê,Phát sinh (Nice to have),235000,4.0,0,0,1,1
2024-05-03,Phí passport,Other,Phát sinh (Nice to have),190000,4.0,0,6,1,1
,,Unknown,Unknown,0,,0,9,3,0
2024-05-03,Gạo,Thực phẩm,Phải chi (Must have),200000,4.0,0,8,2,0
2024-05-03,Nước mía,Thực phẩm,Lãng phí (Wasted),12000,4.0,0,8,0,1
2024-05-04,Bánh tráng trộn,Thực phẩm,Phát sinh (Nice to have),35000,5.0,1,8,1,2
2024-05-05,"Lotte - Sữa, Bánh",Thực phẩm,Phát sinh (Nice to have),217000,6.0,1,8,1,2
2024-05-05,Netflix,Giải trí,Phải chi (Must have),53000,6.0,1,3,2,2
2024-05-05,Đi chợ,Thực phẩm,Phải chi (Must have),200000,6.0,1,8,2,2
2024-05-05,Ăn tối,Thực phẩm,Phát sinh (Nice to have),112000,6.0,1,8,1,2
2024-05-06,Nước bình 5 lít,Thực phẩm,Phát sinh (Nice to have),26000,0.0,0,8,1,1
2024-05-06,Nước ngọt,Thực phẩm,Lãng phí (Wasted),10000,0.0,0,8,0,1
2024-05-07,Thuốc nhỏ mắt,Sức khoẻ,Phát sinh (Nice to have),135000,1.0,0,7,1,1
2024-05-07,Trứng lộn + bún bò,Thực phẩm,Phát sinh (Nice to have),60000,1.0,0,8,1,1
2024-05-08,Coffee Show 2024,Cà phê,Phát sinh (Nice to have),302000,2.0,0,0,1,1
2024-05-09,Món Thái,Thực phẩm,Phát sinh (Nice to have),386000,3.0,0,8,1,1
2024-05-09,Ăn sáng,Thực phẩm,Phải chi (Must have),66000,3.0,0,8,2,0
2024-05-08,Chè,Thực phẩm,Lãng phí (Wasted),30000,2.0,0,8,0,1
2024-05-08,Đường,Thực phẩm,Phải chi (Must have),37000,2.0,0,8,2,0
2024-05-09,Tiền nhà ,Hoá đơn - Thanh toán định kì,Phải chi (Must have),5650000,3.0,0,4,2,0
2024-05-10,Đi chợ,Thực phẩm,Phải chi (Must have),36000,4.0,0,8,2,0
2024-05-11,Ăn sáng,Thực phẩm,Phải chi (Must have),35000,5.0,1,8,2,2
2024-05-11,Đi show và phê,Giải trí,Phát sinh (Nice to have),45000,5.0,1,3,1,2
2024-05-12,Đi chợ,Thực phẩm,Phải chi (Must have),400000,6.0,1,8,2,2
2024-05-15,Tín dụng,Hoá đơn - Thanh toán định kì,Phải chi (Must have),720000,2.0,0,4,2,0
2024-05-12,Trứng cút,Thực phẩm,Phát sinh (Nice to have),18000,6.0,1,8,1,2
2024-05-12,Nước ngọt,Thực phẩm,Lãng phí (Wasted),15000,6.0,1,8,0,2
2024-05-12,Nước,Thực phẩm,Phải chi (Must have),65000,6.0,1,8,2,2
2024-05-13,Internet,Hoá đơn - Thanh toán định kì,Phải chi (Must have),250000,0.0,0,4,2,0
2024-05-14,Chích thuốc + chuyền nước,Sức khoẻ,Phát sinh (Nice to have),435000,1.0,0,7,1,1
2024-05-14,Vinmart,Mua sắm,Phát sinh (Nice to have),198000,1.0,0,5,1,1
2024-05-15,Chuyền nước + chích thuốc,Sức khoẻ,Phát sinh (Nice to have),280000,2.0,0,7,1,1
2024-05-15,Đổ xăng,Đi lại,Phải chi (Must have),50000,2.0,0,10,2,0
2024-05-16,Chuyền nước chích thuốc,Sức khoẻ,Phát sinh (Nice to have),280000,3.0,0,7,1,1
2024-05-17,Thuốc cảm + dầu gió + chích thuốc,Sức khoẻ,Phát sinh (Nice to have),365000,4.0,0,7,1,1
2024-05-16,Đi chợ,Thực phẩm,Phải chi (Must have),140000,3.0,0,8,2,0
2024-05-18,Bún + giá,Thực phẩm,Phải chi (Must have),17000,5.0,1,8,2,2
2024-05-18,Thuốc cảm,Sức khoẻ,Phát sinh (Nice to have),130000,5.0,1,7,1,2
2024-05-18,Nước,Thực phẩm,Phải chi (Must have),65000,5.0,1,8,2,2
2024-05-18,Hớt tóc,Sức khoẻ,Phải chi (Must have),70000,5.0,1,7,2,2
2024-05-18,Mèo thần tài,Mua sắm,Phát sinh (Nice to have),819000,5.0,1,5,1,2
2024-05-18,Ăn chè,Thực phẩm,Lãng phí (Wasted),30000,5.0,1,8,0,2
2024-05-18,Sữa chua + miếng gói,Thực phẩm,Phát sinh (Nice to have),56000,5.0,1,8,1,2
2024-05-19,Đi chợ,Thực phẩm,Phải chi (Must have),100000,6.0,1,8,2,2
2024-05-19,Bún chả,Thực phẩm,Phải chi (Must have),189000,6.0,1,8,2,2
2024-05-19,Thuốc pharma,Sức khoẻ,Phát sinh (Nice to have),74000,6.0,1,7,1,2
2024-05-20,Cà phê passio,Cà phê,Phát sinh (Nice to have),25000,0.0,0,0,1,1
2024-05-20,Amazon book,Giáo dục,Phải chi (Must have),440000,0.0,0,2,2,0
2024-05-20,Macbook Air,Giáo dục,Phát sinh (Nice to have),12000000,0.0,0,2,1,1
2024-05-20,Pizza,Thực phẩm,Phát sinh (Nice to have),254000,0.0,0,8,1,1
2024-05-20,Lotte,Thực phẩm,Phát sinh (Nice to have),261000,0.0,0,8,1,1
2024-05-21,Bánh xèo,Thực phẩm,Phát sinh (Nice to have),171000,1.0,0,8,1,1
2024-05-21,Trà sữa Koi,Thực phẩm,Lãng phí (Wasted),49000,1.0,0,8,0,1
2024-05-22,Đổ xăng,Đi lại,Phải chi (Must have),50000,2.0,0,10,2,0
2024-05-22,Cà phê thousand bean,Cà phê,Phát sinh (Nice to have),105000,2.0,0,0,1,1
2024-05-22,Bún bò,Thực phẩm,Phát sinh (Nice to have),60000,2.0,0,8,1,1
2024-05-23,Passio coffee,Cà phê,Phát sinh (Nice to have),50000,3.0,0,0,1,1
2024-05-23,Figma plan,Giáo dục,Phát sinh (Nice to have),425000,3.0,0,2,1,1
2024-05-24,Passio coffee,Cà phê,Phát sinh (Nice to have),25000,4.0,0,0,1,1
2024-05-24,Bún + giá đỗ,Thực phẩm,Phải chi (Must have),17000,4.0,0,8,2,0
2024-05-24,Dừa,Thực phẩm,Phát sinh (Nice to have),14000,4.0,0,8,1,1
2024-05-24,Ăn Hàn Quốc,Thực phẩm,Phát sinh (Nice to have),710000,4.0,0,8,1,1
2024-05-25,Sầu riêng,Thực phẩm,Lãng phí (Wasted),320000,5.0,1,8,0,2
2024-05-26,Bơ,Thực phẩm,Phát sinh (Nice to have),30000,6.0,1,8,1,2
2024-05-26,Ăn sáng,Thực phẩm,Phải chi (Must have),23000,6.0,1,8,2,2
2024-05-26,Cà phê Passio,Cà phê,Phát sinh (Nice to have),25000,6.0,1,0,1,2
2024-05-26,Nước,Thực phẩm,Phải chi (Must have),65000,6.0,1,8,2,2
2024-05-26,Cà phê hạt Hummingbird,Cà phê,Phải chi (Must have),350000,6.0,1,0,2,2
2024-05-26,Uniqlo,Mua sắm,Phát sinh (Nice to have),989000,6.0,1,5,1,2
2024-05-27,Rau + trái cây,Thực phẩm,Phải chi (Must have),13000,0.0,0,8,2,0
2024-05-27,Lotte,Thực phẩm,Phải chi (Must have),200000,0.0,0,8,2,0
2024-05-30,Cà phê trung nguyên,Cà phê,Lãng phí (Wasted),114000,3.0,0,0,0,1
2024-05-30,Cơm tấm,Thực phẩm,Phát sinh (Nice to have),105000,3.0,0,8,1,1
2024-05-30,Lotte cho trái cây + mì tôm,Thực phẩm,Phát sinh (Nice to have),103000,3.0,0,8,1,1
2024-05-30,Nước,Thực phẩm,Phải chi (Must have),65000,3.0,0,8,2,0
2024-05-31,Ăn sáng,Thực phẩm,Phải chi (Must have),56000,4.0,0,8,2,0
2024-05-31,Đăng ký bằng lái xe,Đi lại,Phát sinh (Nice to have),1000000,4.0,0,10,1,1
2024-05-31,Lotte thực phẩm,Thực phẩm,Phát sinh (Nice to have),160000,4.0,0,8,1,1
2024-05-31,Nước giặt,Mua sắm,Phải chi (Must have),90000,4.0,0,5,2,0
2024-06-01,Cà phê hummingbird,Cà phê,Lãng phí (Wasted),75000,5.0,1,0,0,2
2024-06-02,Đi chợ,Thực phẩm,Phải chi (Must have),334000,6.0,1,8,2,2
2024-06-03,coffee passio,Cà phê,Phát sinh (Nice to have),50000,0.0,0,0,1,1
2024-06-03,Đi chợ,Thực phẩm,Phải chi (Must have),21000,0.0,0,8,2,0
2024-06-03,Nước,Thực phẩm,Phải chi (Must have),65000,0.0,0,8,2,0
2024-06-03,Nước coca,Thực phẩm,Phát sinh (Nice to have),10000,0.0,0,8,1,1
2024-06-04,Bánh mì,Thực phẩm,Phải chi (Must have),40000,1.0,0,8,2,0
2024-06-04,Bún tươi,Thực phẩm,Phải chi (Must have),10000,1.0,0,8,2,0
2024-06-04,Lotte,Thực phẩm,Phát sinh (Nice to have),200000,1.0,0,8,1,1
2024-06-09,Đổ xăng,Đi lại,Phải chi (Must have),50000,6.0,1,10,2,2
2024-06-05,Cà phê passio,Cà phê,Phát sinh (Nice to have),50000,2.0,0,0,1,1
2024-06-06,Ăn cua,Thực phẩm,Phát sinh (Nice to have),546000,3.0,0,8,1,1
2024-06-06,Cà phê passio,Cà phê,Lãng phí (Wasted),25000,3.0,0,0,0,1
2024-06-06,Ăn sáng,Thực phẩm,Phải chi (Must have),40000,3.0,0,8,2,0
2024-06-06,Gửi xe thi bằng lái,Đi lại,Phát sinh (Nice to have),10000,3.0,0,10,1,1
2024-06-08,Quần đùi,Mua sắm,Phát sinh (Nice to have),127000,5.0,1,5,1,2
2024-06-08,Ăn sáng,Thực phẩm,Phải chi (Must have),56000,5.0,1,8,2,2
2024-06-08,Cà phê passio,Cà phê,Phát sinh (Nice to have),25000,5.0,1,0,1,2
2024-06-08,Gửi xe,Đi lại,Phát sinh (Nice to have),10000,5.0,1,10,1,2
2024-06-08,Cà phê hạt hummingbird,Cà phê,Phải chi (Must have),215000,5.0,1,0,2,2
2024-06-08,Cà phê hummingbird,Cà phê,Phát sinh (Nice to have),140000,5.0,1,0,1,2
2024-06-08,Nước,Thực phẩm,Phải chi (Must have),75000,5.0,1,8,2,2
2024-06-06,Bắp trái,Thực phẩm,Phát sinh (Nice to have),20000,3.0,0,8,1,1
2024-06-10,Đi chợ,Thực phẩm,Phải chi (Must have),245000,0.0,0,8,2,0
2024-06-10,Áo thun ba lỗ,Mua sắm,Phát sinh (Nice to have),116000,0.0,0,5,1,1
2024-06-15,Internet (1),Hoá đơn - Thanh toán định kì,Phải chi (Must have),250000,5.0,1,4,2,2
2024-06-14,Bánh xèo phú yên (1),Thực phẩm,Phát sinh (Nice to have),105000,4.0,0,8,1,1
2024-06-12,Lotte mart (1),Thực phẩm,Unknown,525000,2.0,0,8,3,0
2024-06-12,Cà phê beanthere (1),Cà phê,Unknown,59000,2.0,0,0,3,0
2024-06-13,Lotte (1),Mua sắm,Phát sinh (Nice to have),152000,3.0,0,5,1,1
2024-06-14,Gói euro (1),Giải trí,Phát sinh (Nice to have),66000,4.0,0,3,1,1
2024-06-12,Nước (1),Thực phẩm,Unknown,65000,2.0,0,8,3,0
2024-06-14,Bún + giá đỗ (1),Thực phẩm,Phải chi (Must have),17000,4.0,0,8,2,0
2024-06-11,Cơm gà (1),Thực phẩm,Unknown,51000,1.0,0,8,3,0
2024-06-13,Cà phê passio (1),Cà phê,Lãng phí (Wasted),54000,3.0,0,0,0,1
2024-06-12,Gà rán Lotte (1),Thực phẩm,Unknown,155000,2.0,0,8,3,0
2024-06-15,Tiền nhà,Hoá đơn - Thanh toán định kì,Phải chi (Must have),5346000,5.0,1,4,2,2
2024-06-15,Ăn sáng,Thực phẩm,Phải chi (Must have),35000,5.0,1,8,2,2
2024-06-15,Đi chợ,Thực phẩm,Phải chi (Must have),286000,5.0,1,8,2,2
2024-06-15,Trà sữa,Thực phẩm,Lãng phí (Wasted),49000,5.0,1,8,0,2
2024-06-16,Nước,Thực phẩm,Phải chi (Must have),65000,6.0,1,8,2,2
2024-06-16,Bánh bèo huế,Thực phẩm,Lãng phí (Wasted),102000,6.0,1,8,0,2
2024-06-16,Nón bulldog,Đi lại,Phát sinh (Nice to have),776000,6.0,1,10,1,2
2024-06-16,Cà phê  hoàng sa,Cà phê,Lãng phí (Wasted),110000,6.0,1,0,0,2
2024-06-16,Đổ xăng,Đi lại,Phải chi (Must have),50000,6.0,1,10,2,2
2024-06-17,Ăn sáng,Thực phẩm,Phải chi (Must have),23000,0.0,0,8,2,0
2024-06-17,Gạo,Thực phẩm,Phải chi (Must have),200000,0.0,0,8,2,0
2024-06-17,Trà sữa Sasimi,Thực phẩm,Lãng phí (Wasted),70000,0.0,0,8,0,1
2024-06-18,Spotify premium,Giải trí,Phát sinh (Nice to have),59000,1.0,0,3,1,1
2024-06-18,Bún,Thực phẩm,Phải chi (Must have),10000,1.0,0,8,2,0
2024-06-18,Đi chợ,Thực phẩm,Phải chi (Must have),147000,1.0,0,8,2,0
2024-06-18,Hớt tóc,Sức khoẻ,Phát sinh (Nice to have),60000,1.0,0,7,1,1
2024-06-19,Mỹ phẩm ,Sức khoẻ,Phát sinh (Nice to have),1213000,2.0,0,7,1,1
2024-06-19,Trứng cút,Thực phẩm,Phải chi (Must have),18000,2.0,0,8,2,0
2024-06-19,Cà phê passio,Cà phê,Lãng phí (Wasted),50000,2.0,0,0,0,1
2024-06-19,Bún mắm,Thực phẩm,Phát sinh (Nice to have),50000,2.0,0,8,1,1
2024-06-18,3G,Giải trí,Phát sinh (Nice to have),7000,1.0,0,3,1,1
2024-06-20,Nước,Thực phẩm,Phải chi (Must have),65000,3.0,0,8,2,0
2024-06-20,Trái cây lotte,Thực phẩm,Phát sinh (Nice to have),259000,3.0,0,8,1,1
2024-06-20,Nước xả vải,Other,Phải chi (Must have),191000,3.0,0,6,2,0
2024-06-21,Cà phê passio,Cà phê,Lãng phí (Wasted),50000,4.0,0,0,0,1
2024-06-22,Farewell Thuan,Other,Phát sinh (Nice to have),36,5.0,1,6,1,2
2024-06-23,Lotte - Rau củ,Thực phẩm,Phải chi (Must have),765000,6.0,1,8,2,2
2024-06-24,Bánh mì,Thực phẩm,Phải chi (Must have),9000,0.0,0,8,2,0
2024-06-24,Cà phê Passio,Cà phê,Phát sinh (Nice to have),25000,0.0,0,0,1,1
2024-06-24,Bắp + bơ,Thực phẩm,Phát sinh (Nice to have),28000,0.0,0,8,1,1
2024-06-24,Áo thun,Mua sắm,Phát sinh (Nice to have),64000,0.0,0,5,1,1
2024-06-24,Nước,Thực phẩm,Phải chi (Must have),65000,0.0,0,8,2,0
2024-06-25,Cà phê hạt hummingbird,Cà phê,Phải chi (Must have),215000,1.0,0,0,2,0
2024-06-25,Khám sức khoẻ đi làm,Sức khoẻ,Phát sinh (Nice to have),180000,1.0,0,7,1,1
2024-06-25,Hồ sơ xin việc công chứng,Other,Phát sinh (Nice to have),36000,1.0,0,6,1,1
2024-06-25,Nước mắt nhân tạo,Sức khoẻ,Phải chi (Must have),60000,1.0,0,7,2,0
2024-06-25,Hớt tóc,Sức khoẻ,Phải chi (Must have),70000,1.0,0,7,2,0
2024-06-25,Vinmart,Thực phẩm,Lãng phí (Wasted),82000,1.0,0,8,0,1
2024-06-26,Mắt kính Owndays,Sức khoẻ,Phát sinh (Nice to have),961000,2.0,0,7,1,1
2024-06-26,Bún đậu,Thực phẩm,Phát sinh (Nice to have),122000,2.0,0,8,1,1
2024-06-26,Cà phê beanthere,Thực phẩm,Phát sinh (Nice to have),56000,2.0,0,8,1,1
2024-06-26,Đồ ăn ở quê,Thực phẩm,Phải chi (Must have),1500000,2.0,0,8,2,0
2024-06-28,Đổ xăng,Đi lại,Phải chi (Must have),50000,4.0,0,10,2,0
2024-06-28,Công chứng ,Other,Phát sinh (Nice to have),12000,4.0,0,6,1,1
2024-06-28,Coffee Hoff Specialty,Cà phê,Phát sinh (Nice to have),210000,4.0,0,0,1,1
2024-06-28,Gía đỗ,Thực phẩm,Phải chi (Must have),7000,4.0,0,8,2,0
2024-06-28,Gửi xe,Đi lại,Phát sinh (Nice to have),5000,4.0,0,10,1,1
2024-06-28,Giấy lọc cà phê,Cà phê,Phải chi (Must have),132000,4.0,0,0,2,0
2024-06-29,Lotte,Thực phẩm,Phải chi (Must have),400000,5.0,1,8,2,2
2024-06-30,Đi chợ,Thực phẩm,Phải chi (Must have),116000,6.0,1,8,2,2
2024-07-01,Netflix ,Giải trí,Phải chi (Must have),53000,0.0,0,3,2,0
2024-06-30,Bánh canh hẹ,Thực phẩm,Phải chi (Must have),97000,6.0,1,8,2,2
2024-07-01,syngum,Thực phẩm,Phát sinh (Nice to have),29000,0.0,0,8,1,1
2024-06-28,Thay nhớt xe,Đi lại,Phát sinh (Nice to have),210000,4.0,0,10,1,1
2024-07-02,Cà phê passio,Cà phê,Phát sinh (Nice to have),24000,1.0,0,0,1,1
2024-07-02,Gửi xe bảo hiểm,Đi lại,Phát sinh (Nice to have),5000,1.0,0,10,1,1
2024-07-03,Cà phê Pasio,Cà phê,Phát sinh (Nice to have),19000,2.0,0,0,1,1
2024-07-03,Bún đậu,Thực phẩm,Phải chi (Must have),53000,2.0,0,8,2,0
2024-07-03,Nước,Thực phẩm,Phải chi (Must have),65000,2.0,0,8,2,0
2024-07-04,Cà phê passio,Cà phê,Phát sinh (Nice to have),19000,3.0,0,0,1,1
2024-07-04,Cơm tấm,Thực phẩm,Phải chi (Must have),49000,3.0,0,8,2,0
2024-07-05,Cà phê passio,Cà phê,Phát sinh (Nice to have),19000,4.0,0,0,1,1
2024-07-05,Cơm tấm,Thực phẩm,Phải chi (Must have),47000,4.0,0,8,2,0
2024-07-05,Lotte,Thực phẩm,Phải chi (Must have),113000,4.0,0,8,2,0
2024-07-05,Đổ xăng,Đi lại,Phải chi (Must have),50000,4.0,0,10,2,0
2024-07-05,Trà sữa,Thực phẩm,Lãng phí (Wasted),47000,4.0,0,8,0,1
2024-07-06,Đi chợ,Thực phẩm,Phải chi (Must have),323000,5.0,1,8,2,2
2024-07-06,Listerine,Sức khoẻ,Phải chi (Must have),200000,5.0,1,7,2,2
2024-07-06,Lotte,Thực phẩm,Phải chi (Must have),550000,5.0,1,8,2,2
2024-07-08,Nước,Thực phẩm,Phải chi (Must have),70000,0.0,0,8,2,0
2024-07-08,Cà phê passio,Cà phê,Phát sinh (Nice to have),19000,0.0,0,0,1,1
2024-07-05,Tiền nhà,Hoá đơn - Thanh toán định kì,Phải chi (Must have),4930000,4.0,0,4,2,0
2024-07-09,Cà phê passio,Cà phê,Phát sinh (Nice to have),19000,1.0,0,0,1,1
2024-07-09,Nước đóng chai,Thực phẩm,Phải chi (Must have),7000,1.0,0,8,2,0
2024-07-10,Đổ xăng,Đi lại,Phải chi (Must have),50000,2.0,0,10,2,0
2024-07-10,Cà phê passio,Cà phê,Phát sinh (Nice to have),19000,2.0,0,0,1,1
2024-07-10,Bột giặt,Other,Phải chi (Must have),146000,2.0,0,6,2,0
2024-07-10,Khoai lang + thanh long,Thực phẩm,Phát sinh (Nice to have),35000,2.0,0,8,1,1
2024-07-11,Cà phê passio,Cà phê,Phát sinh (Nice to have),19000,3.0,0,0,1,1
2024-07-12,Cà phê passio,Cà phê,Phát sinh (Nice to have),19000,4.0,0,0,1,1
2024-07-12,Bún,Thực phẩm,Phải chi (Must have),56000,4.0,0,8,2,0
2024-07-12,Nem cuốn bà điệp,Thực phẩm,Phải chi (Must have),65000,4.0,0,8,2,0
2024-07-13,Đi chợ,Thực phẩm,Phải chi (Must have),390000,5.0,1,8,2,2
2024-07-13,Nước,Thực phẩm,Phải chi (Must have),70000,5.0,1,8,2,2
2024-07-13,Bún bò với aD,Thực phẩm,Phát sinh (Nice to have),160000,5.0,1,8,1,2
2024-07-13,Card điện thoại bố già,Other,Phát sinh (Nice to have),50000,5.0,1,6,1,2
2024-07-13,Lotte - Rau - Trái cây,Thực phẩm,Phải chi (Must have),443700,5.0,1,8,2,2
2024-07-14,Đổ xăng,Đi lại,Phải chi (Must have),50000,6.0,1,10,2,2
